Gen	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	t_n60	t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
5454	0.9503290	0.9409169	0.9052633	0.5768928	0.0213245	0.0186002	0.8400797	0.7451335	0.6573791	0.3776266	0.8308515	0.5555639	0.2621983	0.1652979	0.0117060	0.4367710	0.0493246	0.3659765	0.2015462	0.1285144	0.1081172	0.0797540	0.0176495	0.7217875	0.6777799	0.5452278	0.3963373	0.3035211	0.1132443	0.1075098	0.0961205	0.3317850	0.1538971	0.4142623	0.2990115	0.1326851	0.1218817	0.5263282	0.3813009	0.2833622	0.1730086	0.0366721	0.0040138	0.1404964	0.0729180	0.6034606	0.3921561	0.2447815	0.1398425	0.0850509	0.0176276	0.2153697	0.1380033	0.2171051	0.4602792	0.5895725	0.0328114	0.0559383	0.8458983	0.4593770	0.1822420	0.1334928	-740.399
5460	0.9562950	0.9372555	0.9227889	0.5800010	0.0214584	0.0187169	0.8978982	0.8427413	0.5896204	0.4084670	0.8465969	0.5590517	0.2834867	0.2116375	0.0075750	0.4545906	0.0626401	0.3469615	0.2193406	0.1548240	0.1185741	0.0723454	0.0061362	0.7263188	0.7008192	0.5830253	0.5243036	0.3365706	0.1635835	0.0846429	0.0430768	0.4391532	0.2032527	0.3990058	0.2601149	0.2144694	0.0918903	0.5146102	0.4074563	0.3564834	0.1150177	0.0157229	0.0100043	0.0917428	0.0727957	0.6773407	0.4497012	0.2239483	0.0988939	0.0450389	0.0103284	0.2167218	0.1389325	0.2108533	0.4969828	0.6457127	0.0323037	0.0729705	0.6331966	0.3986806	0.2438100	0.0859257	-616.134
5466	0.9516049	0.9141654	0.8893647	0.5771564	0.0311217	0.0211570	0.8842264	0.8382948	0.7900129	0.5416291	0.8674050	0.5081508	0.2263613	0.2128613	0.0032314	0.3134957	0.0849100	0.2713071	0.2078737	0.1908722	0.1577021	0.0987912	0.0019431	0.7227566	0.6885856	0.5708422	0.5149809	0.4210191	0.2546013	0.1332782	0.0836924	0.3239840	0.0916060	0.4071917	0.2608295	0.1994952	0.0847762	0.4458483	0.3457167	0.2548666	0.0816814	0.0383156	0.0167865	0.0674286	0.0497765	0.6740187	0.5428688	0.3244882	0.2254466	0.0547701	0.0193794	0.2243672	0.1466070	0.2076324	0.5585574	0.7438209	0.0300456	0.0919932	0.5904883	0.3848878	0.2438100	0.1230359	-657.250
5472	0.9837471	0.9767287	0.9053694	0.5771564	0.0311217	0.0241753	0.8821254	0.7709433	0.6984500	0.4408973	0.8674050	0.5022855	0.3454431	0.2411835	0.0037693	0.3325598	0.0451071	0.2345670	0.2173394	0.1666217	0.1477388	0.0632414	0.0071959	0.7664288	0.6891837	0.4775077	0.4529841	0.3727631	0.2426138	0.0647443	0.0364506	0.2202157	0.0620346	0.4299518	0.2753108	0.1378871	0.1229431	0.4353309	0.3697432	0.2083854	0.0816814	0.0195498	0.0167865	0.0863737	0.0677757	0.7652769	0.5428688	0.2955284	0.2038681	0.0607919	0.0051372	0.2813546	0.1517392	0.1764785	0.5585574	0.7035946	0.0340954	0.0586551	0.5904883	0.3486101	0.1889453	0.1086509	-631.273
5478	1.0090759	0.9515201	0.8980860	0.5796213	0.0277059	0.0189576	0.8713655	0.7866994	0.7209780	0.4439766	0.8563884	0.3954094	0.1988081	0.1532995	0.0039411	0.3112327	0.0377882	0.2900458	0.2027063	0.1716880	0.1421554	0.0636831	0.0119317	0.7369871	0.7074409	0.4647989	0.4446460	0.3979163	0.2598688	0.1299606	0.0682974	0.1634622	0.0539383	0.5038316	0.2772336	0.1388501	0.1580298	0.4359229	0.3514194	0.3011008	0.0822518	0.0278203	0.0034182	0.1511497	0.1048668	0.6626215	0.5861255	0.3787248	0.0622962	0.0287110	0.0119109	0.1789576	0.1539630	0.1646544	0.6210678	0.7097786	0.0347398	0.0924520	0.5171473	0.4013732	0.2733006	0.1289798	-595.244
5484	0.9646114	0.9368553	0.8796933	0.5766676	0.0225074	0.0207077	0.8362692	0.8094460	0.6879737	0.3902226	0.8166554	0.3933944	0.1977950	0.1436788	0.0016696	0.2871454	0.0375956	0.2525132	0.1981225	0.1425071	0.1283597	0.0633585	0.0269486	0.7230015	0.6668718	0.5334710	0.4193521	0.3408010	0.1640423	0.1455828	0.0680412	0.3753768	0.0791883	0.4108477	0.1187749	0.0595725	0.0524817	0.4813344	0.3593788	0.3368426	0.1509267	0.0285993	0.0200665	0.1258671	0.1195204	0.6789705	0.5605422	0.2561874	0.1042102	0.0492322	0.0065252	0.2414835	0.1412729	0.1654978	0.6242488	0.7134140	0.0345498	0.0738966	0.4602553	0.2702182	0.3040815	0.1108446	-614.740
5490	0.9586880	0.9201459	0.8768555	0.5772431	0.0359039	0.0294369	0.8457494	0.8184138	0.6879737	0.3981869	0.8166554	0.4142978	0.2477531	0.1569561	0.0168417	0.3393466	0.1109861	0.3127952	0.2041723	0.1660208	0.1324102	0.0562942	0.0198358	0.7230015	0.6771029	0.5814211	0.3715614	0.3055083	0.2065566	0.1587007	0.0548556	0.5312086	0.0791883	0.3435817	0.1187749	0.0529816	0.0524817	0.4548075	0.3660071	0.3489651	0.1330979	0.0137794	0.0089712	0.1258671	0.1195204	0.6020041	0.5605422	0.2740782	0.0846737	0.0396089	0.0130442	0.2414835	0.1447187	0.1551172	0.6031214	0.6705508	0.0369443	0.0648201	0.4102383	0.3205849	0.2232706	0.1036258	-710.598
5496	0.9519979	0.9477535	0.9271199	0.5842649	0.0361513	0.0257117	0.8893887	0.8288689	0.5694400	0.4085991	0.8688689	0.4868325	0.2161293	0.1315202	0.0059106	0.3710196	0.0592208	0.3620576	0.2209465	0.1675470	0.1489529	0.0927225	0.0307555	0.7279826	0.6300193	0.3618836	0.3282312	0.3056952	0.2231976	0.1652469	0.0346328	0.2445196	0.0797338	0.3511971	0.1588001	0.0471003	0.0993505	0.4298820	0.3536028	0.3013628	0.1306515	0.0138743	0.0090330	0.1592712	0.1203439	0.6061516	0.2268561	0.2317270	0.1147206	0.0715004	0.0062340	0.2221574	0.1437285	0.1793125	0.5417500	0.6079340	0.0377555	0.0948134	0.4250340	0.2517447	0.2232706	0.1529463	-654.449
5502	0.9550152	0.9386807	0.8983111	0.5832646	0.0427825	0.0216084	0.8714495	0.7307565	0.6671185	0.4438607	0.8580173	0.4419082	0.2111822	0.1064197	0.0063111	0.3414578	0.0358860	0.2753013	0.1969587	0.1934037	0.1657033	0.1179061	0.0068152	0.7281615	0.7065081	0.4521110	0.4357979	0.3707829	0.2320256	0.1712318	0.0881793	0.2618530	0.0802522	0.4967561	0.2071849	0.1296447	0.1217207	0.5187344	0.3330122	0.3033218	0.0724598	0.0130082	0.0090917	0.1603066	0.1345135	0.8750533	0.2283308	0.3195785	0.1148586	0.0333098	0.0062745	0.3182555	0.1470334	0.1781544	0.5382510	0.5777395	0.0380957	0.0457612	0.6142895	0.3289307	0.1363246	0.1148815	-648.377
5508	0.9859062	0.9098170	0.8910378	0.5787967	0.0338773	0.0268674	0.8663312	0.7945585	0.7448622	0.4521286	0.8570266	0.4228108	0.1621431	0.1393812	0.0038044	0.3476142	0.0436128	0.2678859	0.2226727	0.1834264	0.1540350	0.0991424	0.0212582	0.7326172	0.7007060	0.4549127	0.4210381	0.3502889	0.1965548	0.0967208	0.0337129	0.3663485	0.0671606	0.3990732	0.2652494	0.1199055	0.0396355	0.4821074	0.3586530	0.3085176	0.1432095	0.0435754	0.0239456	0.1015817	0.0589335	0.7545287	0.5574229	0.3185788	0.0842264	0.0572266	0.0138613	0.3156418	0.1477075	0.2013790	0.6019663	0.5692816	0.0408575	0.0595279	0.6517219	0.4166381	0.0972426	0.1944705	-574.778
5514	0.9671807	0.9547899	0.8711174	0.5815500	0.0426017	0.0323870	0.8629762	0.8207088	0.7168707	0.3637878	0.8240563	0.3917585	0.1879528	0.1388185	0.0072775	0.2915990	0.0606453	0.2428869	0.2195974	0.1853860	0.1552138	0.0891137	0.0297953	0.7296598	0.6804760	0.4635469	0.4555260	0.2875021	0.1754151	0.0964267	0.0625254	0.4082069	0.0342432	0.4050601	0.2041974	0.0886128	0.0973920	0.4791883	0.3711739	0.1904384	0.1050993	0.0630091	0.0229957	0.0975509	0.0586956	0.7062612	0.5076654	0.2875655	0.1595135	0.0259562	0.0019081	0.2591344	0.1483062	0.2021952	0.6044062	0.5465723	0.0405409	0.0630401	0.6517219	0.2183089	0.1322821	0.2004300	-672.652
5520	0.9706101	0.9622725	0.9061246	0.5801209	0.0608381	0.0326003	0.8924647	0.8546093	0.7287553	0.4554313	0.8510309	0.3943392	0.2271041	0.1137198	0.0014365	0.3146000	0.0424049	0.2650035	0.1885480	0.1772313	0.1555380	0.1093894	0.0313420	0.7344664	0.7216008	0.5045503	0.4438689	0.3474566	0.2364784	0.1115941	0.0740654	0.3904113	0.1024778	0.4552896	0.2055426	0.0315346	0.0874201	0.4287683	0.4076268	0.2996400	0.0946611	0.0194615	0.0095501	0.0589583	0.0486654	0.6287835	0.4566066	0.3015829	0.1085509	0.0931164	0.0039815	0.1892978	0.1473356	0.1980176	0.6004508	0.5294361	0.0380729	0.0436291	0.4893780	0.1869302	0.0888219	0.1911979	-690.513
5526	0.9392530	0.9092769	0.8928382	0.5795828	0.0441706	0.0370238	0.8729426	0.7790520	0.7222832	0.5271566	0.8605329	0.4678543	0.2218025	0.1595161	0.0022819	0.3544714	0.0568358	0.2973144	0.2000616	0.1633853	0.1039343	0.0500109	0.0230844	0.7279436	0.7151923	0.4299556	0.4001316	0.3173310	0.2205081	0.1881693	0.1005309	0.1622922	0.1047237	0.5681916	0.3882429	0.1518334	0.0304796	0.5322893	0.3119382	0.2963918	0.0697942	0.0212329	0.0153106	0.0653710	0.0429780	0.4791571	0.2895204	0.2469017	0.1179935	0.0922894	0.0185177	0.2393427	0.1486558	0.2326972	0.6058311	0.5900156	0.0363995	0.0320833	0.5692940	0.3011834	0.0888219	0.1911979	-662.343
5532	0.9576581	0.9107763	0.8937273	0.5765724	0.0477931	0.0275578	0.8734095	0.8473118	0.7248393	0.4702679	0.8527303	0.4384791	0.2710571	0.1279594	0.0022480	0.2960870	0.0582567	0.2929755	0.1927881	0.1639636	0.1224269	0.0652052	0.0231661	0.7287036	0.7177234	0.5148658	0.4251329	0.3594628	0.2593345	0.1505748	0.0450015	0.1765417	0.0701137	0.4059695	0.3045719	0.1857213	0.0742913	0.4374632	0.3483020	0.2629167	0.1242350	0.0637706	0.0284122	0.0687106	0.0185533	0.4808528	0.3760828	0.2494338	0.1106826	0.0926161	0.0023226	0.2045292	0.1481316	0.2130750	0.5691227	0.5879349	0.0363668	0.0437122	0.4411235	0.4232801	0.0697220	0.3251689	-690.991
5538	0.9595781	0.9272207	0.9077850	0.5875502	0.0478889	0.0298565	0.8855656	0.8033663	0.6622340	0.3681224	0.8544399	0.4696703	0.1964023	0.0900746	0.0124511	0.3821837	0.0797048	0.3246562	0.2085735	0.1698490	0.1053810	0.0549508	0.0232126	0.7301646	0.7191623	0.5558376	0.5092066	0.3892818	0.2847936	0.1866735	0.0450917	0.2751004	0.2262600	0.5221739	0.2594105	0.0850915	0.2020534	0.3647815	0.3323018	0.2764649	0.1132745	0.0183416	0.0074920	0.1331135	0.1002483	0.5952156	0.2493238	0.2499338	0.1577657	0.0246837	0.0083045	0.2058480	0.1478352	0.1801219	0.5679840	0.5938504	0.0358372	0.0373775	0.4411235	0.5272200	0.0977755	0.3251689	-651.159
5544	0.9807598	0.8918527	0.8640728	0.5801645	0.0554315	0.0440045	0.8639923	0.7345837	0.5726460	0.3186762	0.8619035	0.4173453	0.2125822	0.1167833	0.0000816	0.2705364	0.0302213	0.2638653	0.2185623	0.1413796	0.0390269	0.0345482	0.0070230	0.7803868	0.7758562	0.5339973	0.4701324	0.4036726	0.1412677	0.0393050	0.0313645	0.3132645	0.0949621	0.5652077	0.3033489	0.0384178	0.0480429	0.3679679	0.3223411	0.3042987	0.1054036	0.0200008	0.0079773	0.1618348	0.1265937	0.6004148	0.5637283	0.2756815	0.1864590	0.0724617	0.0083770	0.2422794	0.1465550	0.1785621	0.5258983	0.6156160	0.0312119	0.0393360	0.4411235	0.3564111	0.1165614	0.0892840	-676.198
5550	0.9893904	0.9434903	0.9038734	0.5775751	0.0564816	0.0451962	0.8687785	0.6928447	0.6519345	0.3715965	0.8627713	0.4162063	0.2035235	0.1717923	0.0007884	0.3006753	0.0503205	0.2607758	0.1632212	0.1290602	0.1005884	0.0605098	0.0367377	0.7827125	0.7412857	0.5901921	0.4671959	0.3587383	0.2206663	0.1189776	0.0875150	0.1515243	0.1143203	0.3902433	0.3107148	0.1577982	0.0689992	0.3975427	0.3025655	0.2579356	0.1051159	0.0198029	0.0065056	0.1372191	0.1319331	0.6363699	0.5621897	0.3115443	0.1626594	0.0722639	0.0083541	0.2575244	0.1526857	0.2169272	0.4257918	0.6658205	0.0312973	0.0393360	0.7218478	0.4438223	0.0923086	0.1276761	-665.331
5556	1.0011480	0.9874665	0.9688637	0.5795264	0.0566724	0.0200188	0.9641088	0.9043364	0.8256518	0.4785969	0.9396822	0.4546255	0.2756468	0.0879622	0.0048125	0.3354851	0.1119897	0.2354498	0.1854204	0.1741864	0.1032102	0.0607142	0.0230185	0.7294091	0.6895701	0.4999068	0.4204081	0.3850914	0.2562135	0.1428516	0.0975299	0.2533168	0.0982495	0.4725767	0.3209922	0.1921868	0.0950765	0.4436085	0.3190103	0.2198481	0.1054710	0.0376265	0.0113359	0.1376827	0.1323788	0.5987465	0.5298649	0.2347287	0.0931557	0.0333287	0.0005451	0.2034158	0.1521716	0.2224220	0.4239080	0.7243443	0.0316118	0.0340410	0.6351309	0.5214735	0.0835644	0.0809249	-615.340
5562	0.9886490	0.9750815	0.9690069	0.5804567	0.0566724	0.0408964	0.9670204	0.9190238	0.8398066	0.4302053	0.9064502	0.4546255	0.2040839	0.1152654	0.0028005	0.3919554	0.1119897	0.2670474	0.1761542	0.1288677	0.1023263	0.0607142	0.0162970	0.7294091	0.7143170	0.4999068	0.4806596	0.4747356	0.2148914	0.1599284	0.1257494	0.3972817	0.0957951	0.5616046	0.2649060	0.1218804	0.1531401	0.3272980	0.3170656	0.2121327	0.1060520	0.0140462	0.0041536	0.1564512	0.1272884	0.7253859	0.4738530	0.2455828	0.1028303	0.0609128	0.0038860	0.1760648	0.1521716	0.1772617	0.4818431	0.7147643	0.0316928	0.0520695	0.4740398	0.5228328	0.0980190	0.0805210	-685.230
5568	1.0061899	0.9956401	0.9659327	0.5771734	0.0498719	0.0350648	0.9585126	0.8927577	0.8350564	0.3731201	0.9061160	0.4029781	0.2319905	0.1146134	0.0027846	0.2986100	0.0437082	0.2291829	0.1684193	0.1341995	0.1138401	0.0440666	0.0204285	0.7252834	0.6906101	0.5489422	0.5310553	0.2806270	0.1871185	0.1088062	0.0701615	0.4507199	0.0952533	0.4155081	0.2131052	0.0470677	0.1522739	0.3636836	0.3060359	0.2515792	0.0897271	0.0315938	0.0006885	0.1555663	0.1302175	0.6569987	0.5402391	0.2449301	0.0747743	0.0605683	0.0078847	0.1785243	0.1530372	0.1965631	0.6326842	0.6938840	0.0318731	0.0430907	0.4979345	0.4575079	0.0626046	0.1010503	-627.619
5574	1.0062205	0.9689233	0.9485605	0.5812551	0.0529771	0.0414045	0.9445280	0.9281419	0.6704442	0.3529138	0.8790486	0.3819516	0.2700429	0.1238552	0.0000250	0.3397782	0.0445840	0.2745849	0.1922444	0.1421099	0.0974476	0.0436453	0.0120105	0.7227233	0.7048213	0.5645634	0.5416983	0.4263232	0.1458827	0.0938928	0.0884663	0.4876916	0.0379076	0.4606596	0.2131117	0.0903957	0.2847482	0.3636946	0.3233847	0.2303646	0.1181589	0.0511900	0.0059608	0.1492600	0.1240917	0.6029527	0.5068091	0.2355378	0.0747766	0.0192255	0.0011312	0.1785297	0.1521273	0.1760057	0.6264381	0.6938629	0.0306842	0.0430907	0.4979345	0.5236288	0.0705884	0.1010503	-678.496
5580	0.9878988	0.9795491	0.9623678	0.5792188	0.0518743	0.0273477	0.9515241	0.7185401	0.6159319	0.4214375	0.9085753	0.4414058	0.1655606	0.1244543	0.0007524	0.3398711	0.0388477	0.2625622	0.1724690	0.1427972	0.1081747	0.0906925	0.0073151	0.7205588	0.7082303	0.6034706	0.4994366	0.3883210	0.3068847	0.2607695	0.0888942	0.2975051	0.0741302	0.4628876	0.1438077	0.1107404	0.1162547	0.3248221	0.3066906	0.2767498	0.0860299	0.0444359	0.0313378	0.1499820	0.0858139	0.6590251	0.5691713	0.2827619	0.0751382	0.0574493	0.0213244	0.1939769	0.1513950	0.1569258	0.5764986	0.7759861	0.0277085	0.0421368	0.6405582	0.7951626	0.0705884	0.0850074	-642.749
5586	1.0231163	0.9871538	0.9660001	0.5792188	0.0276158	0.0241507	0.9236100	0.8807088	0.7414519	0.4219065	0.9118266	0.3423750	0.1726680	0.0965183	0.0069511	0.2712059	0.1161520	0.2390881	0.1656799	0.1376308	0.0999482	0.0509068	0.0075919	0.7318256	0.6947491	0.5913932	0.5714296	0.4872160	0.3763480	0.2944877	0.0707289	0.4527847	0.1381062	0.3463514	0.2245092	0.0481039	0.0568084	0.3248221	0.2445722	0.1347376	0.0924795	0.0409021	0.0313378	0.1475881	0.1274256	0.5136916	0.3204067	0.2801246	0.1485014	0.0683167	0.0014426	0.2744634	0.1552950	0.2358149	0.5764986	0.7759861	0.0297620	0.0421368	0.6543328	0.7632722	0.0814031	0.0857162	-615.407
5592	0.9701407	0.9696743	0.8995320	0.5781032	0.0486508	0.0418095	0.8728488	0.8299357	0.7334900	0.4305669	0.8561376	0.3633704	0.1689735	0.1154096	0.0025537	0.3354720	0.0802241	0.3030681	0.2289369	0.1811101	0.1691227	0.0705343	0.0132502	0.7235461	0.6558895	0.5226951	0.4614391	0.2656515	0.1760174	0.1404759	0.0699694	0.3031378	0.1661076	0.3629104	0.2079702	0.0785320	0.1633910	0.3213341	0.2216906	0.1779273	0.0989596	0.0180868	0.0087023	0.1389018	0.0405937	0.5081754	0.3424824	0.2771166	0.0916834	0.0675830	0.0014271	0.2296912	0.1569807	0.1998692	0.4913653	0.7039389	0.0287976	0.0431139	0.3847694	0.6334838	0.0814031	0.1924840	-616.857
5598	0.9695785	0.9598440	0.9365223	0.5777682	0.0540548	0.0417852	0.8846353	0.7616527	0.6459551	0.4176673	0.8556414	0.3928571	0.1993071	0.0759631	0.0029154	0.3036986	0.0801776	0.2539365	0.2019669	0.1882049	0.1094064	0.0696104	0.0176869	0.7231268	0.6822706	0.4578178	0.3821819	0.3675481	0.1795383	0.1488201	0.1087950	0.2421443	0.0733291	0.3554135	0.2078497	0.0537838	0.1632963	0.2701111	0.2382072	0.2011114	0.0599165	0.0258487	0.0124723	0.0729743	0.0364904	0.6182298	0.4810476	0.2769560	0.1202724	0.0675439	0.0005214	0.2380896	0.1570717	0.1973156	0.4916502	0.7099755	0.0315369	0.0561412	0.4582527	0.6334838	0.1126096	0.2431400	-660.735
5604	1.0034582	0.9489685	0.9206058	0.5787063	0.0541426	0.0418531	0.9058881	0.7896785	0.6470039	0.4687373	0.8651760	0.4023863	0.1780614	0.1215623	0.0094542	0.3626337	0.0803078	0.3408258	0.2314924	0.2111904	0.1600331	0.0701342	0.0181748	0.7243009	0.6326878	0.5007557	0.4474879	0.3467936	0.2799999	0.1642127	0.0608553	0.4309975	0.0897248	0.4083981	0.2081872	0.1236438	0.1212128	0.3197103	0.2743731	0.2371883	0.0799729	0.0308265	0.0166358	0.0627238	0.0370336	0.7074013	0.4570650	0.2796118	0.1212862	0.0343730	0.0073026	0.2280140	0.1599681	0.1947995	0.5992550	0.5868894	0.0286103	0.0383779	0.4582527	0.4791955	0.1135536	0.2885894	-651.884
5610	0.9700122	0.9588631	0.9327412	0.5794702	0.0452394	0.0419083	0.9245176	0.7997415	0.7468728	0.3712621	0.8794647	0.4768737	0.2447487	0.0982943	0.0008912	0.3864398	0.0919583	0.3189020	0.2670906	0.1872993	0.1597671	0.0702268	0.0070133	0.7252571	0.6909412	0.4545685	0.3916291	0.3213896	0.2220634	0.1804868	0.0924148	0.2814799	0.0898433	0.4931250	0.2289857	0.1238070	0.1213728	0.4287341	0.2460467	0.1858910	0.0720346	0.0279685	0.0064228	0.1148832	0.0524925	0.7083352	0.6272539	0.2799810	0.0776766	0.0512504	0.0211478	0.2565884	0.1641400	0.1988876	0.6746708	0.5861157	0.0264580	0.0333885	0.4379982	0.4556710	0.1291707	0.4056695	-580.319
5616	0.9668225	0.9366265	0.9052191	0.5882734	0.0475515	0.0249621	0.8636255	0.7608483	0.6954121	0.3803323	0.8609364	0.4465323	0.2093219	0.0648237	0.0010995	0.3746247	0.0718659	0.3076005	0.2599192	0.2423366	0.2216423	0.0823788	0.0383457	0.7228722	0.6734918	0.5343527	0.3618061	0.2944081	0.1746568	0.0689957	0.0503382	0.4616332	0.1366239	0.4104460	0.2282327	0.0611672	0.0497807	0.3800743	0.3548882	0.2331780	0.0712096	0.0251051	0.0123893	0.1297454	0.0490353	0.8365033	0.6251913	0.2790603	0.0921628	0.0642422	0.0210782	0.2193460	0.1597454	0.1744536	0.5553640	0.6145702	0.0267769	0.0373715	0.4769033	0.5571641	0.1590922	0.3529519	-633.803
5622	0.9618382	0.9528749	0.9195935	0.5787905	0.0265664	0.0196238	0.8992511	0.8837270	0.7241366	0.4998968	0.8492157	0.4194911	0.2091217	0.1068321	0.0117333	0.3476791	0.0556659	0.3232429	0.2583323	0.2411139	0.1018088	0.0627874	0.0383091	0.7235923	0.6954372	0.5183055	0.3248938	0.2688274	0.1728525	0.0774969	0.0473868	0.2277833	0.0582848	0.4915256	0.2291368	0.0825839	0.0473948	0.4061409	0.3840154	0.2314740	0.0917278	0.0387510	0.0179632	0.0868706	0.0677918	0.7007952	0.6245935	0.3507400	0.0850115	0.0469812	0.0056779	0.2271097	0.1552558	0.2185841	0.4820604	0.5918924	0.0263132	0.0408159	0.4769033	0.4820829	0.1748565	0.3672992	-644.749
5628	0.9414168	0.9256443	0.9129703	0.5843368	0.0292143	0.0182482	0.8673841	0.8286615	0.7269414	0.4419233	0.8346785	0.4181036	0.2099317	0.1385050	0.0117787	0.3490257	0.0327345	0.3058850	0.2576704	0.1877261	0.0865186	0.0739409	0.0219823	0.7223636	0.6699346	0.4089993	0.3261522	0.2718396	0.1785374	0.0532161	0.0412092	0.2626229	0.1675167	0.4934294	0.2617749	0.1932586	0.0475784	0.4482786	0.3306798	0.3214967	0.0434847	0.0360609	0.0152378	0.1095286	0.0680544	0.7957749	0.6270127	0.3520985	0.0853408	0.0708443	0.0116403	0.3277897	0.1546568	0.1820089	0.4381660	0.5270009	0.0239878	0.0631927	0.3735850	0.4742469	0.1625664	0.2611040	-667.795
5634	0.9518712	0.9364092	0.9192775	0.5797403	0.0194893	0.0127340	0.8907529	0.8643761	0.7282331	0.4367505	0.8656083	0.4707909	0.2408208	0.1489910	0.0117787	0.3757059	0.0855331	0.2778652	0.1788819	0.1393667	0.1300084	0.1006592	0.0135696	0.7223636	0.7150268	0.4327844	0.2751646	0.2234480	0.1509009	0.0892555	0.0622942	0.3871953	0.1675167	0.4351377	0.2046515	0.1340964	0.1147994	0.4542797	0.3708363	0.3264866	0.0699451	0.0444908	0.0091175	0.1098142	0.0680544	0.7969768	0.5547333	0.3451179	0.0853408	0.0458154	0.0066757	0.3277897	0.1694026	0.2150731	0.5478990	0.4858278	0.0237701	0.0606891	0.5464603	0.7191949	0.2678280	0.2078925	-627.991
5640	0.9754456	0.9709713	0.9556365	0.5797403	0.0482031	0.0379968	0.9541990	0.8812579	0.7383670	0.4213382	0.9495630	0.4318887	0.2714752	0.1169077	0.0223427	0.3380172	0.0504567	0.3097111	0.1779125	0.1445980	0.1150386	0.0533038	0.0068332	0.7223636	0.6859185	0.4020689	0.3118917	0.2603834	0.1870003	0.0555354	0.0459428	0.1963893	0.0776830	0.4480582	0.2046515	0.1025756	0.1147994	0.3725177	0.2355872	0.1606432	0.0664444	0.0095110	0.0072654	0.1198041	0.0473727	0.7278702	0.5966232	0.2118841	0.1010469	0.0458154	0.0046207	0.2084913	0.1583619	0.2219000	0.6159435	0.5204055	0.0236866	0.0573688	0.7888880	0.5647928	0.2420487	0.2078925	-555.369
5646	0.9790213	0.9744915	0.9611115	0.5782354	0.0393372	0.0258520	0.9456844	0.7803975	0.6824344	0.4116908	0.9408106	0.5186387	0.2221123	0.1947590	0.0042666	0.4205596	0.0646251	0.2986992	0.1794873	0.1514047	0.1246642	0.0533038	0.0149765	0.7223636	0.6415575	0.4719167	0.4481546	0.2472060	0.1781351	0.1062188	0.0545266	0.2375375	0.1198474	0.4781329	0.2093550	0.1025756	0.1603991	0.3114143	0.2786969	0.2242350	0.0824189	0.0090073	0.0028926	0.0816825	0.0803687	0.7278702	0.2544167	0.2118841	0.0699760	0.0458154	0.0102877	0.2084913	0.1703186	0.1436652	0.5607470	0.5204055	0.0266783	0.0573688	0.6463306	0.7045816	0.1059614	0.2989007	-619.922
5652	0.9814641	0.9718374	0.9634917	0.5782354	0.0389921	0.0242742	0.9563752	0.9348143	0.8199995	0.4116908	0.9041220	0.5186387	0.2541371	0.1513351	0.0042666	0.4285986	0.0807931	0.4168305	0.3395991	0.1183148	0.1103604	0.0533038	0.0103706	0.7223636	0.6842087	0.5317314	0.4880140	0.3710872	0.2425946	0.1220463	0.0977099	0.2591210	0.0591510	0.4082216	0.2180948	0.1177175	0.0769042	0.3951099	0.3118689	0.2736964	0.0824189	0.0116909	0.0110517	0.1353925	0.1134258	0.6659084	0.2305028	0.2951925	0.0872488	0.0493531	0.0316257	0.2886282	0.1584792	0.1999155	0.5607470	0.4820570	0.0297162	0.0715161	0.4298200	0.6365194	0.1584057	0.4997462	-623.444
5658	0.9934034	0.9687160	0.9487916	0.5787696	0.0305542	0.0233680	0.9178530	0.8254828	0.6521057	0.5095502	0.8872768	0.4849932	0.2553120	0.1468022	0.0042803	0.4371531	0.1056776	0.4143803	0.3444713	0.2887807	0.0773030	0.0321996	0.0255858	0.7231942	0.6728532	0.4841755	0.4564350	0.3812201	0.2298326	0.1604223	0.0962981	0.4285760	0.3033973	0.4042496	0.1765177	0.0831600	0.0720961	0.3963839	0.3700808	0.3359786	0.1360759	0.0749697	0.0343566	0.2175873	0.1261790	0.6502858	0.4408927	0.2961443	0.0865183	0.0625240	0.0034146	0.2895589	0.1579698	0.2283024	0.4949858	0.5444728	0.0357939	0.0535177	0.4917135	0.6114710	0.2284437	0.3486042	-649.967
